,title,news_url,source_domain,tweet_num,real
600,9129,8215,1095,58,1
601,17066,13343,1733,83,1
602,19704,15483,2210,43,1
603,9751,13474,1733,74,1
604,1619,19299,1411,22,0
605,5643,18599,1044,48,0
606,1726,20519,1812,4,0
607,6754,4481,328,20,1
608,1812,11614,1485,68,1
609,8090,1811,964,1,1
610,372,12114,1568,98,1
611,7486,11639,1485,59,1
612,12898,3770,247,11,1
613,11700,11125,1435,57,1
614,18014,12856,1634,63,1
615,2322,4831,413,62,1
616,11887,11855,1528,47,1
617,921,20834,1979,1,0
618,15718,3099,2364,0,1
619,3161,210,304,0,0
620,19887,9465,1304,0,1
621,3029,18735,1207,37,0
622,3733,10147,1354,27,1
624,2323,4616,328,22,1
626,4567,13639,1733,0,1
627,7321,14514,1991,78,1
628,9527,12368,1568,39,1
629,3701,21348,2303,11,0
630,16242,19949,1609,2,0
631,12429,4197,304,74,1
633,6145,18882,1284,6,0
634,9067,21038,2177,6,0
635,14451,3148,2414,0,1
636,14553,4534,328,10,1
637,6420,17644,2419,76,1
638,20191,14557,1996,81,1
639,20129,3357,38,52,1
640,7450,19371,1427,6,0
641,3444,547,444,21,0
642,642,1449,652,75,1
643,12199,16477,2302,62,1
644,8876,1073,176,1,1
645,20859,15293,2176,27,1
646,15680,12712,1623,19,1
647,7254,4105,304,27,1
648,14594,19764,1568,11,0
649,756,13272,1733,71,1
650,18811,16301,2302,53,1
651,15660,13535,1733,56,1
652,3101,9954,1354,65,1
653,704,7157,741,54,1
654,15886,18371,762,8,0
655,313,14041,1853,66,1
656,11959,652,444,18,0
657,196,1821,964,71,1
658,12357,3656,205,1,1
659,3594,2394,1429,0,1
660,4041,3167,2415,21,1
661,9759,1320,401,1,1
662,728,1450,652,39,1
663,3073,17990,704,88,0
664,18131,9144,1254,64,1
665,5303,18520,966,256,0
666,7122,16196,2299,3,1
667,8130,19065,1354,5,0
668,5667,8817,1209,57,1
669,1471,9175,1256,70,1
670,335,9439,1304,1,1
671,12182,11715,1503,34,1
672,10753,18119,715,7,0
673,11624,13394,1733,1,1
674,3424,19847,1599,4,0
675,12756,6940,715,56,1
676,9666,20549,1823,2,0
677,15513,10214,1354,44,1
678,16607,11825,1514,0,1
679,16716,5342,616,44,1
680,10966,12506,1599,0,1
681,21363,16905,2303,108,1
682,13251,3597,157,48,1
683,19564,2820,1960,49,1
684,19624,2373,1365,69,1
685,12609,4560,328,52,1
686,13444,17221,2324,612,1
687,21147,16973,2303,47,1
688,1357,9892,1354,83,1
689,13536,17523,2377,40,1
690,15021,15531,2225,39,1
691,20454,18008,715,25,0
692,53,981,140,2,1
693,2464,7584,990,99,1
694,18225,4516,328,41,1
695,14951,13993,1847,86,1
696,7718,13963,1827,36,1
697,5750,11629,1485,20,1
698,4199,18582,1044,27,0
699,8362,17125,2305,49,1
700,16187,16398,2302,48,1
701,14489,2547,1670,57,1
702,18398,2960,2197,254,1
703,18661,4361,304,25,1
704,9262,8768,1207,34,1
705,10430,16410,2302,8,1
706,12642,8184,1075,1,0
707,6855,9422,1300,17,1
708,14887,3891,288,27,1
709,6399,15647,2245,23,1
710,5392,13384,1733,85,1
711,19351,1885,978,0,1
712,21178,3746,247,31,1
713,10657,9778,1333,85,1
714,2703,7345,839,13,1
715,9520,5500,686,93,1
716,15157,16116,2285,82,1
717,11461,2193,1232,32,1
718,14577,14372,1920,41,1
719,11937,1878,972,0,1
720,10189,19448,1427,1088,0
721,17094,14148,1876,47,1
722,4343,20130,1622,6,0
723,8251,7204,741,48,1
724,15749,20116,1622,6,0
725,4113,13621,1733,51,1
726,18927,18925,1297,5,0
727,7717,15168,2146,31,1
728,14440,8029,1075,0,1
729,3648,7258,765,19,1
730,5609,1584,778,20,1
731,10789,10177,1354,59,1
732,19977,8249,1105,16,1
733,17279,7558,965,79,1
734,12013,13413,1733,78,1
735,126,11278,1435,26,1
736,16845,18651,1143,0,0
737,14343,482,444,50,0
738,8872,7560,967,0,1
739,19328,4787,407,84,1
740,5769,21357,2303,3,0
741,4101,8567,1191,46,1
742,2369,10169,1354,57,1
743,15221,7537,959,31,1
744,10521,20417,1778,5,0
745,15967,12328,1568,1,1
746,6903,21461,2305,32,0
747,21383,13297,1733,28,1
748,5071,2507,1668,77,1
749,15465,4289,304,0,1
750,17598,1451,652,86,1
751,15548,18782,1242,38,0
752,5139,6764,715,92,1
753,6382,17042,2305,50,1
754,3640,16936,2303,91,1
755,13254,13721,1778,0,1
756,4537,19489,1432,19,0
757,2185,5793,715,53,1
758,15264,3289,29,68,1
759,3140,16021,2259,85,1
760,5396,1263,332,45,1
761,16126,10852,1430,45,1
762,11046,10472,1354,0,1
763,3256,14527,1996,67,1
764,19277,16587,2303,57,1
765,13489,11452,1440,2,1
766,16935,10176,1354,0,1
767,12551,6931,715,169,1
768,4821,5297,582,107,1
769,20563,12513,1599,61,1
770,5888,14552,1996,1,1
771,14117,5108,556,55,1
772,10195,4691,356,230,1
773,12001,5729,715,114,1
774,13731,2941,2140,45,1
775,7240,1489,652,27,1
776,10692,15684,2245,0,1
777,17916,14403,1920,34,1
778,11714,15938,2259,55,1
779,8143,9928,1354,46,1
780,11483,2145,1232,49,1
781,5980,15082,2102,58,1
782,14709,20823,1955,4,0
783,15925,8284,1125,43,1
784,18725,10564,1367,0,1
785,8166,3888,284,0,1
786,16643,17489,2375,74,1
787,19506,18683,1172,21,0
788,14277,4265,304,26,1
789,291,15431,2210,21,1
790,21339,21166,2234,18,0
791,5487,5649,707,68,1
792,4924,20909,2007,1020,0
793,12256,3995,304,19,1
794,7700,10322,1354,7,1
795,382,7198,741,53,1
796,719,13453,1733,55,1
797,15013,8669,1207,55,1
798,6234,19114,1354,3,0
799,7137,14966,2076,37,1
800,17009,21156,2234,14,0
801,4412,1051,176,42,1
802,8431,9106,1254,67,1
804,16160,16118,2285,59,1
805,6812,8821,1209,53,1
806,13289,20458,1792,5,0
807,5555,9647,1326,46,1
808,9882,13299,1733,51,1
809,13481,11169,1435,63,1
810,17979,4989,444,48,1
811,17356,11382,1435,0,1
812,488,9461,1304,1,1
813,6800,21098,2210,11,0
814,4304,9890,1354,37,1
815,18617,4358,304,55,1
816,2124,20508,1812,6,0
817,3245,1981,1116,22,1
818,3294,20311,1722,6,0
819,14839,13043,1706,63,1
820,9208,13310,1733,46,1
821,7,2295,1265,71,1
822,3141,4003,304,82,1
823,19886,2077,1119,48,1
824,7871,17569,2395,56,1
825,5493,834,451,20,0
826,8756,20319,1722,11,0
827,9278,20400,1778,12,0
828,15805,18969,1320,7,0
829,8561,9875,1354,59,1
830,18787,8970,1250,52,1
831,15319,12791,1630,37,1
832,3004,10622,1400,0,1
833,20404,15566,2234,104,1
834,3787,4553,328,55,1
836,7874,3892,288,16,1
837,15044,2859,1990,8883,1
838,19402,11416,1435,94,1
839,17701,19651,1508,11,0
840,21056,7798,1044,0,1
841,4793,10965,1435,53,1
842,4664,10631,1410,69,1
843,15031,15178,2149,70,1
844,1435,14023,1851,105,1
845,10274,15347,2185,48,1
846,17725,3076,2332,0,1
848,5690,8009,1075,1854,1
849,161,16439,2302,2,1
850,1258,15353,2194,60,1
851,20071,6026,715,34,1
852,11217,12837,1631,51,1
853,19400,2573,1672,110,1
854,2839,12673,1622,30,1
855,17925,9268,1279,118,1
856,11266,13503,1733,27,1
857,18884,20182,1634,0,0
858,19306,17564,2394,0,1
859,11477,6869,715,57,1
860,4449,19717,1552,961,0
861,18191,13246,1733,0,1
862,10604,6827,715,89,1
863,3139,942,140,40,1
864,15436,3418,70,87,1
865,11754,12444,1586,42,1
866,21235,7837,1044,61,1
867,5951,4826,407,10,1
868,18917,13132,1733,56,1
869,20157,7316,806,11,1
870,16978,8856,1210,29,1
871,20971,3735,237,76,1
872,21260,17288,2328,29,1
873,2581,8177,1075,0,0
874,18533,3523,120,16,1
875,2268,21635,2413,11,0
876,1306,20372,1753,4,0
877,16393,19888,1609,407,0
878,423,11671,1485,51,1
879,19541,7173,741,60,1
880,13029,18001,704,194,0
881,1136,19005,1331,3,0
882,6926,14560,1996,67,1
883,3597,10764,1411,65,1
884,3339,11251,1435,1,1
885,4924,20910,2007,1020,0
886,377,11326,1435,50,1
887,11275,11880,1542,1,1
888,5613,3691,235,51,1
889,4648,9802,1352,13,1
890,18596,15196,2149,3,1
891,8331,4777,407,44,1
892,10158,12365,1568,0,1
893,19558,2913,2082,23,1
894,7611,8822,1209,69,1
895,10412,17282,2328,10,1
896,14966,11312,1435,45,1
897,7335,5712,715,49,1
898,15176,16002,2259,29,1
899,9903,8258,1108,31,1
901,14922,11665,1485,59,1
902,15935,8546,1185,23,1
903,1516,12248,1568,41,1
904,16043,14232,1903,61,1
905,412,2510,1668,76,1
906,2570,17731,2440,446,0
907,9915,17817,578,19,0
908,8465,624,444,13,0
909,8285,3533,136,66,1
910,12885,5111,560,16,1
911,7102,4614,328,31,1
912,10440,21237,2258,136,0
913,6056,8873,1230,65,1
914,11981,14437,1930,1,1
915,20787,21029,2176,904,0
916,17733,7941,1044,1,1
917,16772,13929,1812,69,1
918,17890,7782,1044,14,1
919,9715,5949,715,79,1
920,8243,3131,2414,0,1
921,14100,13828,1807,0,1
922,20960,1650,898,22,1
923,16182,10788,1411,15,1
924,12679,6364,715,32,1
925,11501,16968,2303,0,1
926,10005,19784,1586,42,0
927,4192,20388,1763,7,0
928,7229,7366,845,37,1
929,5480,1060,176,1,1
930,1563,11612,1485,67,1
931,192,12170,1568,11,1
932,7805,9920,1354,8,1
933,7088,3797,247,106,1
934,2353,11743,1508,18,1
935,693,2826,1971,64,0
936,12245,10127,1354,31,1
937,6101,17598,2407,81,1
938,5463,9047,1254,70,1
939,17861,11395,1435,140,1
940,11967,21647,2430,7,0
941,18854,15518,2215,22,1
942,17027,19783,1586,1,0
943,9089,654,444,28,0
944,8283,5616,704,63,1
945,15439,16829,2303,29,1
946,8964,4134,304,66,1
947,7574,13290,1733,1,1
948,21003,3775,247,16,1
949,12016,6099,715,16,1
950,6325,3321,29,218,1
951,3489,20629,1871,25,0
952,5247,6727,715,46,1
953,20293,13222,1733,67,1
954,19962,16277,2302,11,1
955,16109,5991,715,89,1
956,8349,8475,1172,57,1
957,1021,21634,2413,3,0
958,12740,20301,1706,165,0
959,1448,1033,176,54,1
960,4058,7286,784,72,1
961,3062,11881,1542,0,1
962,3940,5168,575,50,1
964,13695,5139,569,3,1
965,5556,5267,578,60,1
966,20414,15545,2232,49,1
967,15137,18693,1172,52,0
968,7587,10713,1411,0,1
969,19596,20707,1871,3,0
970,1501,21335,2303,43,0
971,6654,9295,1286,43,1
972,15624,18734,1207,1,0
973,4912,20688,1871,1,0
974,10488,19028,1336,1,0
975,4606,1058,176,78,1
